table,column,data_type,is_nullable,column_default,column_key,extra,estimated_table_rows,total_rows,non_null_rows,distinct_non_null_values,code_hits,sample_values_json
lancamentos,data_pagamento,date,YES,NULL,MUL,,1080,1081,211,45,52,[]
lancamentos,created_at,timestamp,YES,NULL,,,1080,1081,1081,931,,[]
lancamentos,updated_at,timestamp,YES,NULL,,,1080,1081,1081,482,,[]
lancamentos,deleted_at,timestamp,YES,NULL,MUL,,1080,1081,13,13,,[]
log_webhooks_cobranca,id,int,NO,,PRI,auto_increment,20,20,20,20,,[]
log_webhooks_cobranca,provedor,varchar,NO,,,,20,20,20,1,11,"[{""value"":""asaas"",""qty"":20}]"
log_webhooks_cobranca,tipo_evento,varchar,NO,,,,20,20,20,5,6,"[{""value"":""PAYMENT_CREATED"",""qty"":8},{""value"":""PAYMENT_DELETED"",""qty"":5},{""value"":""SUBSCRIPTION_CREATED"",""qty"":4},{""value"":""PAYMENT_CONFIRMED"",""qty"":2},{""value"":""SUBSCRIPTION_DELETED"",""qty"":1}]"
log_webhooks_cobranca,payload,longtext,NO,,,,20,20,20,20,643,[]
log_webhooks_cobranca,created_at,datetime,NO,current_timestamp(),,,20,20,20,20,,[]
log_webhooks_cobranca,updated_at,datetime,YES,NULL,,,20,20,20,20,,[]
message_campaigns,id,bigint,NO,,PRI,auto_increment,10,10,10,10,,[]
message_campaigns,title,varchar,NO,,,,10,10,10,4,304,"[{""value"":""⏳ Seu acesso PRO com 50% OFF expira em 24h"",""qty"":7},{""value"":""Seu financeiro merece um upgrade 🎉"",""qty"":1},{""value"":""50% off está acabando"",""qty"":1},{""value"":""🚀 O Lukrato evoluiu: Conheça as novas funções!"",""qty"":1}]"
message_campaigns,message,text,NO,,,,10,10,10,5,1006,"[{""value"":""🎉 Liberamos uma condição especial para você.\n\nNo primeiro mês:\nDe R$ 14,90 po..."",""qty"":6},{""value"":""Olá!\n\nO Carnaval chegou… e o Lukrato decidiu entrar no ritmo 💃🕺\n\nSe você está..."",""qty"":1},{""value"":""🎉 Liberamos uma condição especial para você.\n\nNo primeiro mês:\nDe R$ 14,90 po..."",""qty"":1},{""value"":""Sua promoção de 50% off está acabando, não perca a oportunidade e venha cuida..."",""qty"":1},{""value"":""Olá!! Temos novidades fresquinhas saindo do forno para você! Agora, o Lukrato..."",""qty"":1}]"
message_campaigns,link,varchar,YES,NULL,,,10,10,10,2,270,"[{""value"":""https://lukrato.com.br/billing"",""qty"":8},{""value"":""https://lukrato.com.br/login"",""qty"":2}]"
message_campaigns,link_text,varchar,YES,NULL,,,10,10,10,4,8,"[{""value"":""🔓 Ativar PRO com 50% OFF"",""qty"":6},{""value"":""👉 Tornar-se Premium"",""qty"":2},{""value"":""Começar agora"",""qty"":1},{""value"":""Acessar Novidades"",""qty"":1}]"
message_campaigns,type,enum,NO,'info',,,10,10,10,2,,"[{""value"":""promo"",""qty"":9},{""value"":""update"",""qty"":1}]"
message_campaigns,filters,longtext,YES,NULL,,,10,10,10,2,181,"[{""value"":""{\"plan\":\"free\",\"status\":\"all\",\"days_inactive\":null,\"email_verified\":null}"",""qty"":9},{""value"":""{\"plan\":\"all\",\"status\":\"all\",\"days_inactive\":null,\"email_verified\":null}"",""qty"":1}]"
message_campaigns,send_notification,tinyint,NO,1,,,10,10,10,2,11,"[{""value"":1,""qty"":8},{""value"":0,""qty"":2}]"
message_campaigns,send_email,tinyint,NO,0,,,10,10,10,1,13,"[{""value"":1,""qty"":10}]"
message_campaigns,total_recipients,int,NO,0,,,10,10,10,5,12,"[{""value"":41,""qty"":6},{""value"":0,""qty"":1},{""value"":58,""qty"":1},{""value"":7,""qty"":1},{""value"":52,""qty"":1}]"
message_campaigns,emails_sent,int,NO,0,,,10,10,10,4,21,"[{""value"":0,""qty"":7},{""value"":52,""qty"":1},{""value"":7,""qty"":1},{""value"":41,""qty"":1}]"
message_campaigns,emails_failed,int,NO,0,,,10,10,10,1,14,"[{""value"":0,""qty"":10}]"
message_campaigns,notifications_read,int,NO,0,,,10,10,10,1,10,"[{""value"":0,""qty"":10}]"
message_campaigns,created_by,int,NO,,MUL,,10,10,10,2,6,"[{""value"":1,""qty"":8},{""value"":26,""qty"":2}]"
message_campaigns,cupom_id,int,YES,NULL,MUL,,10,10,1,1,19,"[{""value"":7,""qty"":1}]"
message_campaigns,status,enum,NO,'draft',MUL,,10,10,10,3,,"[{""value"":""failed"",""qty"":6},{""value"":""sent"",""qty"":3},{""value"":""scheduled"",""qty"":1}]"
message_campaigns,sent_at,timestamp,YES,NULL,,,10,10,3,3,9,"[{""value"":""2026-02-15 16:48:44"",""qty"":1},{""value"":""2026-02-19 20:03:24"",""qty"":1},{""value"":""2026-03-10 22:19:42"",""qty"":1}]"
message_campaigns,scheduled_at,timestamp,YES,NULL,,,10,10,1,1,17,"[{""value"":""2026-03-11 13:00:00"",""qty"":1}]"
message_campaigns,created_at,timestamp,YES,NULL,MUL,,10,10,10,10,,[]
message_campaigns,updated_at,timestamp,YES,NULL,,,10,10,10,10,,[]
metas,id,int,NO,,PRI,auto_increment,5,5,5,5,,"[{""value"":6,""qty"":1},{""value"":7,""qty"":1},{""value"":1,""qty"":1},{""value"":3,""qty"":1},{""value"":4,""qty"":1}]"
metas,user_id,int,NO,,MUL,,5,5,5,4,,"[{""value"":1,""qty"":2},{""value"":132,""qty"":1},{""value"":48,""qty"":1},{""value"":113,""qty"":1}]"
metas,titulo,varchar,NO,,,,5,5,5,5,176,"[{""value"":""Viagem de Férias"",""qty"":1},{""value"":""gdfg"",""qty"":1},{""value"":""Reserva de Emergência"",""qty"":1},{""value"":""Viagem final do ano"",""qty"":1},{""value"":""Comprar um carro"",""qty"":1}]"
metas,descricao,text,YES,NULL,,,5,5,0,0,326,[]
metas,tipo,varchar,NO,'economia',,,5,5,5,4,687,"[{""value"":""viagem"",""qty"":2},{""value"":""economia"",""qty"":1},{""value"":""emergencia"",""qty"":1},{""value"":""veiculo"",""qty"":1}]"
metas,valor_alvo,decimal,NO,,,,5,5,5,5,40,"[{""value"":""15000.00"",""qty"":1},{""value"":""3000.00"",""qty"":1},{""value"":""10000.00"",""qty"":1},{""value"":""50000.00"",""qty"":1},{""value"":""1500.00"",""qty"":1}]"
metas,valor_atual,decimal,NO,0.00,,,5,5,5,5,28,"[{""value"":""5000.00"",""qty"":1},{""value"":""300.00"",""qty"":1},{""value"":""3366.43"",""qty"":1},{""value"":""3200.00"",""qty"":1},{""value"":""0.00"",""qty"":1}]"
metas,data_inicio,date,NO,,,,5,5,5,4,6,"[{""value"":""2026-02-19"",""qty"":2},{""value"":""2026-03-03"",""qty"":1},{""value"":""2026-02-21"",""qty"":1},{""value"":""2026-03-02"",""qty"":1}]"
metas,data_prazo,date,YES,NULL,,,5,5,3,3,10,"[{""value"":""2026-11-30"",""qty"":1},{""value"":""2026-12-15"",""qty"":1},{""value"":""2026-12-31"",""qty"":1}]"
metas,icone,varchar,NO,'fa-bullseye',,,5,5,5,1,193,"[{""value"":""fa-bullseye"",""qty"":5}]"
metas,cor,varchar,NO,'#6366f1',,,5,5,5,5,58,"[{""value"":""#14b8a6"",""qty"":1},{""value"":""#6366f1"",""qty"":1},{""value"":""#ec4899"",""qty"":1},{""value"":""#10b981"",""qty"":1},{""value"":""#f59e0b"",""qty"":1}]"
metas,conta_id,int,YES,NULL,MUL,,5,5,4,4,218,"[{""value"":131,""qty"":1},{""value"":23,""qty"":1},{""value"":111,""qty"":1},{""value"":123,""qty"":1}]"
metas,prioridade,varchar,NO,'media',,,5,5,5,2,23,"[{""value"":""alta"",""qty"":3},{""value"":""media"",""qty"":2}]"
metas,status,varchar,NO,'ativa',,,5,5,5,1,,"[{""value"":""ativa"",""qty"":5}]"
metas,created_at,timestamp,YES,NULL,,,5,5,5,5,,"[{""value"":""2026-03-02 20:35:24"",""qty"":1},{""value"":""2026-03-03 13:15:18"",""qty"":1},{""value"":""2026-02-19 14:07:59"",""qty"":1},{""value"":""2026-02-19 20:07:03"",""qty"":1},{""value"":""2026-02-21 19:31:46"",""qty"":1}]"
metas,updated_at,timestamp,YES,NULL,,,5,5,5,5,,"[{""value"":""2026-03-02 20:35:42"",""qty"":1},{""value"":""2026-03-05 11:50:45"",""qty"":1},{""value"":""2026-03-19 18:34:23"",""qty"":1},{""value"":""2026-02-19 20:07:03"",""qty"":1},{""value"":""2026-02-22 16:35:40"",""qty"":1}]"
migrations,id,bigint,NO,,PRI,auto_increment,97,102,102,102,,[]
migrations,migration,varchar,NO,,,,97,102,102,101,113,[]
migrations,batch,int,NO,,,,97,102,102,49,38,[]
notificacoes,id,bigint,NO,,PRI,auto_increment,93,93,93,93,,[]
notificacoes,user_id,int,NO,,MUL,,93,93,93,16,,[]
notificacoes,tipo,varchar,NO,,,,93,93,93,5,687,"[{""value"":""agendamento"",""qty"":53},{""value"":""subscription_expired"",""qty"":17},{""value"":""subscription_blocked"",""qty"":15},{""value"":""referral_referrer"",""qty"":4},{""value"":""referral_referred"",""qty"":4}]"
notificacoes,titulo,varchar,NO,,,,93,93,93,6,176,[]
notificacoes,mensagem,text,NO,,,,93,93,93,54,143,[]
notificacoes,lida,tinyint,NO,0,,,93,93,93,2,33,"[{""value"":1,""qty"":63},{""value"":0,""qty"":30}]"
notificacoes,link,varchar,YES,NULL,,,93,93,85,19,270,[]
notificacoes,created_at,datetime,YES,current_timestamp(),MUL,,93,93,93,93,,[]
notificacoes,updated_at,datetime,YES,NULL,,,93,93,93,66,,[]
notifications,id,bigint,NO,,PRI,auto_increment,91,91,91,91,,[]
notifications,user_id,int,NO,,MUL,,91,91,91,53,,[]
notifications,title,varchar,NO,,,,91,91,91,1,304,"[{""value"":""⏳ Seu acesso PRO com 50% OFF expira em 24h"",""qty"":91}]"
notifications,message,mediumtext,NO,,,,91,91,91,2,1006,"[{""value"":""🎉 Liberamos uma condição especial para você.\n\nNo primeiro mês:\nDe R$ 14,90 po..."",""qty"":51},{""value"":""🎉 Liberamos uma condição especial para você.\n\nNo primeiro mês:\nDe R$ 14,90 po..."",""qty"":40}]"
notifications,link,varchar,YES,NULL,,,91,91,91,1,270,"[{""value"":""https://lukrato.com.br/billing"",""qty"":91}]"
notifications,campaign_id,bigint,YES,NULL,MUL,,91,91,91,2,30,"[{""value"":8,""qty"":51},{""value"":7,""qty"":40}]"
notifications,type,enum,YES,'info',,,91,91,91,1,,"[{""value"":""promo"",""qty"":91}]"
notifications,is_read,tinyint,YES,0,,,91,91,91,1,24,"[{""value"":0,""qty"":91}]"
notifications,read_at,timestamp,YES,NULL,,,91,91,0,0,8,[]
notifications,created_at,timestamp,YES,current_timestamp(),MUL,,91,91,91,91,,[]
notifications,updated_at,timestamp,YES,current_timestamp(),,"on update current_timestamp()",91,91,91,91,,[]
orcamentos_categoria,id,int,NO,,PRI,auto_increment,3,3,3,3,,"[{""value"":1,""qty"":1},{""value"":3,""qty"":1},{""value"":4,""qty"":1}]"
orcamentos_categoria,user_id,int,NO,,MUL,,3,3,3,2,,"[{""value"":1,""qty"":2},{""value"":132,""qty"":1}]"
orcamentos_categoria,categoria_id,int,NO,,MUL,,3,3,3,3,202,"[{""value"":22,""qty"":1},{""value"":55,""qty"":1},{""value"":1892,""qty"":1}]"
orcamentos_categoria,valor_limite,decimal,NO,,,,3,3,3,3,41,"[{""value"":""200.00"",""qty"":1},{""value"":""130.00"",""qty"":1},{""value"":""250.00"",""qty"":1}]"
orcamentos_categoria,mes,tinyint,NO,,,,3,3,3,2,265,"[{""value"":3,""qty"":2},{""value"":2,""qty"":1}]"
orcamentos_categoria,ano,smallint,NO,,,,3,3,3,1,285,"[{""value"":2026,""qty"":3}]"
orcamentos_categoria,rollover,tinyint,NO,0,,,3,3,3,1,12,"[{""value"":0,""qty"":3}]"
orcamentos_categoria,alerta_80,tinyint,NO,1,,,3,3,3,1,8,"[{""value"":1,""qty"":3}]"
orcamentos_categoria,alerta_100,tinyint,NO,1,,,3,3,3,1,8,"[{""value"":1,""qty"":3}]"
orcamentos_categoria,notificado_80,tinyint,NO,0,,,3,3,3,1,3,"[{""value"":0,""qty"":3}]"
orcamentos_categoria,notificado_100,tinyint,NO,0,,,3,3,3,1,3,"[{""value"":0,""qty"":3}]"
orcamentos_categoria,created_at,timestamp,YES,NULL,,,3,3,3,3,,"[{""value"":""2026-02-19 14:08:20"",""qty"":1},{""value"":""2026-03-01 21:20:16"",""qty"":1},{""value"":""2026-03-05 11:51:11"",""qty"":1}]"
orcamentos_categoria,updated_at,timestamp,YES,NULL,,,3,3,3,3,,"[{""value"":""2026-02-19 14:08:20"",""qty"":1},{""value"":""2026-03-01 21:20:16"",""qty"":1},{""value"":""2026-03-05 11:51:11"",""qty"":1}]"
parcelamentos,id,bigint,NO,,PRI,auto_increment,0,0,0,0,,[]
parcelamentos,user_id,int,NO,,MUL,,0,0,0,0,,[]
parcelamentos,descricao,varchar,NO,,,,0,0,0,0,326,[]
parcelamentos,valor_total,decimal,NO,,,,0,0,0,0,48,[]
parcelamentos,numero_parcelas,int,NO,,,,0,0,0,0,39,[]
parcelamentos,parcelas_pagas,int,NO,0,,,0,0,0,0,12,[]
parcelamentos,categoria_id,int,NO,,MUL,,0,0,0,0,202,[]
parcelamentos,conta_id,int,YES,NULL,MUL,,0,0,0,0,218,[]
parcelamentos,cartao_credito_id,bigint,YES,NULL,MUL,,0,0,0,0,228,[]
parcelamentos,tipo,enum,NO,,,,0,0,0,0,687,[]
parcelamentos,status,enum,NO,'ativo',,,0,0,0,0,,[]
parcelamentos,data_criacao,date,NO,,,,0,0,0,0,12,[]
parcelamentos,created_at,timestamp,YES,NULL,,,0,0,0,0,,[]
parcelamentos,updated_at,timestamp,YES,NULL,,,0,0,0,0,,[]
password_resets,id,int,NO,,PRI,auto_increment,7,7,7,7,,[]
password_resets,email,varchar,NO,,MUL,,7,7,7,7,,[]
password_resets,selector,varchar,YES,NULL,UNI,,7,7,0,0,,[]
password_resets,token_hash,char,YES,NULL,MUL,,7,7,7,7,,[]
password_resets,token,varchar,YES,NULL,,,7,7,0,0,,[]
password_resets,created_at,datetime,NO,,,,7,7,7,7,,[]
password_resets,expires_at,datetime,NO,,,,7,7,7,7,25,[]
password_resets,used_at,datetime,YES,NULL,,,7,7,2,2,7,"[{""value"":""2025-12-04 21:12:10"",""qty"":1},{""value"":""2025-12-06 23:02:11"",""qty"":1}]"
pending_ai_actions,id,bigint,NO,,PRI,auto_increment,104,104,104,104,,[]
pending_ai_actions,user_id,int,NO,,MUL,,104,104,104,7,,[]
pending_ai_actions,conversation_id,bigint,YES,NULL,,,104,104,39,7,24,[]
pending_ai_actions,action_type,enum,NO,,,,104,104,104,5,13,"[{""value"":""create_lancamento"",""qty"":99},{""value"":""create_categoria"",""qty"":2},{""value"":""create_conta"",""qty"":1},{""value"":""pay_fatura"",""qty"":1},{""value"":""create_meta"",""qty"":1}]"
pending_ai_actions,payload,longtext,NO,,,,104,104,104,96,643,[]
pending_ai_actions,status,enum,NO,'awaiting_confirm',,,104,104,104,3,,"[{""value"":""rejected"",""qty"":53},{""value"":""confirmed"",""qty"":42},{""value"":""awaiting_confirm"",""qty"":9}]"
pending_ai_actions,expires_at,timestamp,YES,NULL,MUL,,104,104,104,104,25,[]
pending_ai_actions,created_at,timestamp,YES,NULL,,,104,104,104,104,,[]
pending_ai_actions,updated_at,timestamp,YES,NULL,,,104,104,104,104,,[]
pending_ai_actions,deleted_at,timestamp,YES,NULL,,,104,104,0,0,,[]
planos,id,int,NO,,PRI,auto_increment,3,3,3,3,,"[{""value"":1,""qty"":1},{""value"":2,""qty"":1},{""value"":3,""qty"":1}]"
planos,code,varchar,NO,,UNI,,3,3,3,3,,"[{""value"":""free"",""qty"":1},{""value"":""ultra"",""qty"":1},{""value"":""pro"",""qty"":1}]"
planos,nome,varchar,NO,,,,3,3,3,3,743,"[{""value"":""Gratuito"",""qty"":1},{""value"":""Pro"",""qty"":1},{""value"":""Ultra"",""qty"":1}]"
planos,preco_centavos,int,NO,0,,,3,3,3,3,20,"[{""value"":0,""qty"":1},{""value"":1490,""qty"":1},{""value"":3990,""qty"":1}]"
planos,intervalo,enum,NO,'month',,,3,3,3,1,9,"[{""value"":""month"",""qty"":3}]"
planos,ativo,tinyint,NO,1,,,3,3,3,1,129,"[{""value"":1,""qty"":3}]"
planos,metadados,longtext,YES,NULL,,,3,3,3,3,21,"[{""value"":""{\"icon\":\"wallet\",\"descricao\":\"Ideal para come\\u00e7ar a organizar suas finan\\..."",""qty"":1},{""value"":""{\"icon\":\"star\",\"descricao\":\"Controle financeiro completo sem limites\",\"destaq..."",""qty"":1},{""value"":""{\"icon\":\"zap\",\"descricao\":\"Tudo do Pro + intelig\\u00eancia artificial finance..."",""qty"":1}]"
planos,created_at,datetime,YES,current_timestamp(),,,3,3,3,2,,"[{""value"":""2025-10-19 23:37:39"",""qty"":2},{""value"":""2026-03-09 22:56:41"",""qty"":1}]"
planos,updated_at,datetime,YES,current_timestamp(),,"on update current_timestamp()",3,3,3,1,,"[{""value"":""2026-03-09 22:57:03"",""qty"":3}]"
points_log,id,bigint,NO,,PRI,auto_increment,1037,1038,1038,1038,,[]
points_log,user_id,int,NO,,MUL,,1037,1038,1038,18,,[]
points_log,action,varchar,NO,,MUL,,1037,1038,1038,5,213,"[{""value"":""create_lancamento"",""qty"":753},{""value"":""achievement_unlock"",""qty"":188},{""value"":""level_up"",""qty"":48},{""value"":""create_categoria"",""qty"":42},{""value"":""daily_activity"",""qty"":7}]"
points_log,points,int,NO,,,,1037,1038,1038,22,60,[]
points_log,description,text,YES,NULL,,,1037,1038,1038,52,220,[]
points_log,metadata,longtext,YES,NULL,,,1037,1038,1038,82,46,[]
points_log,related_id,bigint,YES,NULL,,,1037,1038,983,828,6,[]
points_log,related_type,varchar,YES,NULL,MUL,,1037,1038,983,3,5,"[{""value"":""lancamento"",""qty"":753},{""value"":""achievement"",""qty"":188},{""value"":""categoria"",""qty"":42}]"
points_log,created_at,timestamp,YES,NULL,MUL,,1037,1038,1038,845,,[]
points_log,updated_at,timestamp,YES,NULL,,,1037,1038,1038,845,,[]
points_logs,id,bigint,NO,,PRI,auto_increment,0,0,0,0,,[]
points_logs,user_id,int,NO,,MUL,,0,0,0,0,,[]
points_logs,action,varchar,NO,,MUL,,0,0,0,0,213,[]
points_logs,points,int,NO,0,,,0,0,0,0,60,[]
points_logs,description,text,YES,NULL,,,0,0,0,0,220,[]
points_logs,metadata,longtext,YES,NULL,,,0,0,0,0,46,[]
points_logs,related_id,bigint,YES,NULL,MUL,,0,0,0,0,6,[]
points_logs,related_type,varchar,YES,NULL,,,0,0,0,0,5,[]
points_logs,created_at,timestamp,YES,NULL,MUL,,0,0,0,0,,[]
points_logs,updated_at,timestamp,YES,NULL,,,0,0,0,0,,[]
proventos,id,int,NO,,,,0,0,0,0,,[]
proventos,investimento_id,int,NO,,,,0,0,0,0,2,[]
proventos,valor,decimal,NO,,,,0,0,0,0,722,[]
proventos,tipo,enum,NO,,,,0,0,0,0,687,[]
proventos,data_pagamento,date,NO,,,,0,0,0,0,52,[]
proventos,observacoes,text,YES,NULL,,,0,0,0,0,0,[]
proventos,criado_em,datetime,YES,current_timestamp(),,,0,0,0,0,0,[]
referral_antifraud_tracking,id,bigint,NO,,PRI,auto_increment,36,36,36,36,,[]
referral_antifraud_tracking,email_hash,varchar,NO,,MUL,,36,36,36,32,6,[]
referral_antifraud_tracking,email_domain,varchar,YES,NULL,,,36,36,36,6,2,[]
referral_antifraud_tracking,ip_address,varchar,YES,NULL,MUL,,36,36,36,28,9,[]
referral_antifraud_tracking,ip_hash,varchar,YES,NULL,,,36,36,36,28,1,[]
referral_antifraud_tracking,fingerprint_hash,varchar,YES,NULL,MUL,,36,36,0,0,0,[]
referral_antifraud_tracking,original_user_id,int,NO,,,,36,36,36,32,1,[]
referral_antifraud_tracking,event_type,enum,NO,'account_created',,,36,36,36,2,9,"[{""value"":""account_created"",""qty"":32},{""value"":""referral_used"",""qty"":4}]"
referral_antifraud_tracking,referred_by,int,YES,NULL,,,36,36,4,2,3,"[{""value"":1,""qty"":2},{""value"":26,""qty"":2}]"
referral_antifraud_tracking,quarantine_until,timestamp,YES,NULL,MUL,,36,36,0,0,11,[]
referral_antifraud_tracking,metadata,longtext,YES,NULL,,,36,36,36,34,46,[]
referral_antifraud_tracking,created_at,timestamp,YES,NULL,,,36,36,36,32,,[]
referral_antifraud_tracking,updated_at,timestamp,YES,NULL,,,36,36,36,32,,[]
sexos,id_sexo,int,NO,,PRI,auto_increment,3,3,3,3,8,"[{""value"":1,""qty"":1},{""value"":2,""qty"":1},{""value"":3,""qty"":1}]"
sexos,nm_sexo,varchar,NO,,UNI,,3,3,3,3,3,"[{""value"":""Masculino"",""qty"":1},{""value"":""Feminino"",""qty"":1},{""value"":""Outro"",""qty"":1}]"
telefones,id_telefone,int,NO,,PRI,auto_increment,3,3,3,3,4,"[{""value"":1,""qty"":1},{""value"":4,""qty"":1},{""value"":5,""qty"":1}]"
telefones,numero,varchar,NO,,,,3,3,3,3,42,"[{""value"":""999506302"",""qty"":1},{""value"":""997178938"",""qty"":1},{""value"":""999816542"",""qty"":1}]"
telefones,tipo,varchar,YES,NULL,,,3,3,3,1,687,"[{""value"":""celular"",""qty"":3}]"
telefones,id_usuario,int,NO,,MUL,,3,3,3,3,18,"[{""value"":1,""qty"":1},{""value"":26,""qty"":1},{""value"":95,""qty"":1}]"
telefones,id_ddd,int,YES,NULL,MUL,,3,3,3,1,7,"[{""value"":1,""qty"":3}]"
telegram_messages,id,bigint,NO,,PRI,auto_increment,299,299,299,299,,[]
telegram_messages,tg_update_id,varchar,NO,,,,299,299,299,299,3,[]
telegram_messages,tg_message_id,varchar,NO,,,,299,299,299,290,2,[]
telegram_messages,chat_id,varchar,NO,,MUL,,299,299,299,7,14,[]
telegram_messages,user_id,bigint,YES,NULL,MUL,,299,299,283,7,,[]
telegram_messages,direction,enum,NO,'incoming',,,299,299,299,1,11,"[{""value"":""incoming"",""qty"":299}]"
telegram_messages,type,enum,NO,'text',,,299,299,299,5,,"[{""value"":""text"",""qty"":147},{""value"":""callback_query"",""qty"":122},{""value"":""command"",""qty"":15},{""value"":""voice"",""qty"":9},{""value"":""photo"",""qty"":6}]"
telegram_messages,body,text,YES,NULL,,,299,299,299,157,196,[]
telegram_messages,media_file_id,varchar,YES,NULL,,,299,299,15,10,4,[]
telegram_messages,media_mime_type,varchar,YES,NULL,,,299,299,9,1,4,"[{""value"":""audio/ogg"",""qty"":9}]"
telegram_messages,media_file_size,int,YES,NULL,,,299,299,15,10,4,[]
telegram_messages,media_filename,varchar,YES,NULL,,,299,299,0,0,4,[]
telegram_messages,transcription,text,YES,NULL,,,299,299,14,11,6,[]
telegram_messages,metadata,longtext,YES,NULL,,,299,299,299,299,46,[]
telegram_messages,processing_status,enum,NO,'received',,,299,299,299,3,10,"[{""value"":""processed"",""qty"":296},{""value"":""ignored"",""qty"":2},{""value"":""failed"",""qty"":1}]"
telegram_messages,intent,varchar,YES,NULL,,,299,299,296,19,107,[]
telegram_messages,error_message,varchar,YES,NULL,,,299,299,1,1,16,"[{""value"":""media_processing_failed: Falha na API de transcricao: Client error: `POST htt..."",""qty"":1}]"
telegram_messages,created_at,timestamp,YES,NULL,,,299,299,299,299,,[]
telegram_messages,updated_at,timestamp,YES,NULL,,,299,299,299,299,,[]
tipos_documento,id_tipo,int,NO,,PRI,auto_increment,0,1,1,1,8,"[{""value"":1,""qty"":1}]"
tipos_documento,ds_tipo,varchar,NO,,UNI,,0,1,1,1,2,"[{""value"":""CPF"",""qty"":1}]"
transacoes_investimento,id,int,NO,,,,17,17,17,2,,"[{""value"":0,""qty"":16},{""value"":1,""qty"":1}]"
transacoes_investimento,investimento_id,int,NO,,,,17,17,17,1,2,"[{""value"":8,""qty"":17}]"
transacoes_investimento,tipo,enum,NO,,,,17,17,17,2,687,"[{""value"":""venda"",""qty"":12},{""value"":""compra"",""qty"":5}]"
transacoes_investimento,quantidade,decimal,NO,,,,17,17,17,5,13,"[{""value"":""1.0000"",""qty"":8},{""value"":""10.0000"",""qty"":3},{""value"":""3.0000"",""qty"":2},{""value"":""5.0000"",""qty"":2},{""value"":""4.0000"",""qty"":2}]"
transacoes_investimento,preco,decimal,NO,,,,17,17,17,8,0,[]
transacoes_investimento,taxas,decimal,YES,0.00,,,17,17,17,2,1,"[{""value"":""0.00"",""qty"":15},{""value"":""5.00"",""qty"":2}]"
transacoes_investimento,data_transacao,date,NO,,,,17,17,17,3,0,"[{""value"":""2025-11-28"",""qty"":10},{""value"":""2025-01-15"",""qty"":6},{""value"":""2025-10-01"",""qty"":1}]"
transacoes_investimento,observacoes,text,YES,NULL,,,17,17,0,0,0,[]
transacoes_investimento,criado_em,datetime,YES,current_timestamp(),,,17,17,17,11,0,[]
transacoes_investimento,created_at,timestamp,YES,current_timestamp(),,,17,17,17,11,,[]
transacoes_investimento,updated_at,timestamp,YES,current_timestamp(),,"on update current_timestamp()",17,17,17,11,,[]
user_achievements,id,bigint,NO,,PRI,auto_increment,183,183,183,183,,[]
user_achievements,user_id,int,NO,,MUL,,183,183,183,31,,[]
user_achievements,achievement_id,bigint,NO,,MUL,,183,183,183,35,11,[]
user_achievements,unlocked_at,timestamp,NO,current_timestamp(),MUL,,183,183,183,97,10,[]
user_achievements,notification_seen,tinyint,NO,0,MUL,,183,183,183,2,9,"[{""value"":1,""qty"":178},{""value"":0,""qty"":5}]"
user_achievements,created_at,timestamp,YES,NULL,,,183,183,183,97,,[]
user_achievements,updated_at,timestamp,YES,NULL,,,183,183,183,86,,[]
user_category_rules,id,bigint,NO,,PRI,auto_increment,37,37,37,37,,[]
user_category_rules,user_id,bigint,NO,,MUL,,37,37,37,4,,"[{""value"":1,""qty"":23},{""value"":141,""qty"":9},{""value"":106,""qty"":4},{""value"":48,""qty"":1}]"
user_category_rules,pattern,varchar,NO,,,,37,37,37,36,90,[]
user_category_rules,normalized_pattern,varchar,NO,,,,37,37,37,36,8,[]
user_category_rules,categoria_id,bigint,NO,,,,37,37,37,19,202,[]
user_category_rules,subcategoria_id,bigint,YES,NULL,,,37,37,14,7,65,[]
user_category_rules,usage_count,int,NO,1,,,37,37,37,4,17,"[{""value"":1,""qty"":31},{""value"":2,""qty"":4},{""value"":5,""qty"":1},{""value"":3,""qty"":1}]"
user_category_rules,source,enum,NO,'correction',,,37,37,37,2,63,"[{""value"":""confirmed"",""qty"":28},{""value"":""correction"",""qty"":9}]"
user_category_rules,created_at,timestamp,YES,NULL,,,37,37,37,25,,[]
user_category_rules,updated_at,timestamp,YES,NULL,,,37,37,37,24,,[]
user_progress,id,bigint,NO,,PRI,auto_increment,18,18,18,18,,[]
user_progress,user_id,int,NO,,UNI,,18,18,18,18,,[]
user_progress,total_points,int,NO,0,MUL,,18,18,18,17,21,[]
user_progress,current_level,int,NO,1,MUL,,18,18,18,6,26,[]
user_progress,points_to_next_level,int,NO,100,,,18,18,18,17,12,[]
user_progress,progress_percentage,decimal,YES,0.00,,,18,18,18,2,5,"[{""value"":""0.00"",""qty"":17},{""value"":""11.60"",""qty"":1}]"
user_progress,current_streak,int,NO,0,MUL,,18,18,18,10,20,[]
user_progress,best_streak,int,NO,0,,,18,18,18,10,20,[]
user_progress,streak_freeze_used_this_month,tinyint,YES,0,,,18,18,18,1,4,"[{""value"":0,""qty"":18}]"
user_progress,streak_freeze_date,date,YES,NULL,,,18,18,0,0,2,[]
user_progress,streak_freeze_month,varchar,YES,NULL,,,18,18,0,0,2,[]
user_progress,last_activity_date,date,YES,NULL,,,18,18,17,14,17,[]
user_progress,created_at,timestamp,YES,NULL,,,18,18,18,18,,[]
user_progress,updated_at,timestamp,YES,NULL,,,18,18,18,18,,[]
